RENEWABLE_perc,NUCLEAR,HYDRO_perc,STORAGE,IMPORTS_perc,SOLAR_perc,LOW_CARBON,BIOMASS_perc,HYDRO,STORAGE_perc,WIND_EMB,WIND_perc,IMPORTS,LOW_CARBON_perc,GAS,COAL_perc,CARBON_INTENSITY,COAL,FOSSIL,ZERO_CARBON_perc,FOSSIL_perc,GENERATION_perc,GENERATION,DATETIME,OTHER,NUCLEAR_perc,ZERO_CARBON,WIND_EMB_perc,BIOMASS,GAS_perc,OTHER_perc,WIND,SOLAR,RENEWABLE
14.4,4001.0,1.0,0,27.3,0.0,10897.0,9.4,290,0.0,753.0,10.8,7916.0,37.6,9555.0,0.0,199.0,0.0,9555.0,50.0,33.0,100.0,28971.0,2026-01-18T00:00:00,603.0,13.8,10144.0,2.6,2711.0,33.0,2.1,3142.0,0.0,4185.0
14.2,4000.0,1.0,116,26.7,0.0,10926.0,9.1,289,0.4,774.0,10.2,7930.0,36.8,9615.0,0.0,201.0,0.0,9615.0,48.4,32.4,100.0,29680.0,2026-01-18T00:30:00,1209.0,13.5,10152.0,2.6,2709.0,32.4,4.1,3038.0,0.0,4217.0
13.4,3996.0,1.0,104,27.1,0.0,10637.0,9.2,288,0.4,782.0,9.4,7936.0,36.3,9700.0,0.0,203.0,0.0,9700.0,47.8,33.1,100.0,29321.0,2026-01-18T01:00:00,1048.0,13.6,9855.0,2.7,2704.0,33.1,3.6,2763.0,0.0,3937.0
13.2,3995.0,1.0,80,27.7,0.0,10485.0,9.4,283,0.3,763.0,9.3,7936.0,36.5,9740.0,0.0,202.0,0.0,9740.0,48.6,33.9,100.0,28699.0,2026-01-18T01:30:00,538.0,13.9,9722.0,2.7,2707.0,33.9,1.9,2657.0,0.0,3783.0
12.8,3986.0,0.9,0,27.6,0.0,10354.0,9.4,253,0.0,748.0,9.3,7934.0,36.1,9899.0,0.0,204.0,0.0,9899.0,47.9,34.5,100.0,28717.0,2026-01-18T02:00:00,530.0,13.9,9606.0,2.6,2698.0,34.5,1.8,2669.0,0.0,3670.0
13.2,3992.0,0.9,0,27.4,0.0,10528.0,9.4,253,0.0,760.0,9.7,7926.0,36.5,9977.0,0.0,203.0,0.0,9977.0,48.4,34.5,100.0,28878.0,2026-01-18T02:30:00,447.0,13.8,9768.0,2.6,2710.0,34.5,1.5,2813.0,0.0,3826.0
13.6,3998.0,0.9,0,27.3,0.0,10595.0,9.4,253,0.0,770.0,10.0,7824.0,36.9,9923.0,0.0,203.0,0.0,9923.0,48.9,34.6,100.0,28678.0,2026-01-18T03:00:00,336.0,13.9,9825.0,2.7,2701.0,34.6,1.2,2873.0,0.0,3896.0
13.8,3994.0,0.9,0,27.3,0.0,10662.0,9.5,253,0.0,750.0,10.3,7824.0,37.2,9879.0,0.0,202.0,0.0,9879.0,49.4,34.5,100.0,28650.0,2026-01-18T03:30:00,285.0,13.9,9912.0,2.6,2710.0,34.5,1.0,2955.0,0.0,3958.0
13.7,3997.0,0.9,0,27.8,0.0,10615.0,9.5,252,0.0,718.0,10.3,7920.0,37.2,9776.0,0.0,200.0,0.0,9776.0,49.8,34.3,100.0,28516.0,2026-01-18T04:00:00,205.0,14.0,9897.0,2.5,2706.0,34.3,0.7,2942.0,0.0,3912.0
15.2,3998.0,0.9,0,27.8,0.0,11029.0,9.5,252,0.0,700.0,11.8,7908.0,38.8,9346.0,0.0,194.0,0.0,9346.0,52.1,32.8,100.0,28452.0,2026-01-18T04:30:00,169.0,14.1,10329.0,2.5,2710.0,32.8,0.6,3369.0,0.0,4321.0
16.9,3998.0,0.9,0,26.2,0.0,11351.0,9.8,252,0.0,707.0,13.4,7208.0,41.2,8795.0,0.0,185.0,0.0,8795.0,54.3,32.0,100.0,27526.0,2026-01-18T05:00:00,172.0,14.5,10644.0,2.6,2707.0,32.0,0.6,3687.0,0.0,4646.0
18.3,4000.0,0.9,0,26.2,0.0,11698.0,9.9,252,0.0,742.0,14.7,7156.0,42.9,8239.0,0.0,178.0,0.0,8239.0,56.6,30.2,100.0,27268.0,2026-01-18T05:30:00,175.0,14.7,10956.0,2.7,2708.0,30.2,0.6,3996.0,0.0,4990.0
18.9,4000.0,0.9,0,24.0,0.0,11810.0,10.1,253,0.0,792.0,15.1,6454.0,43.9,8421.0,0.0,180.0,0.0,8421.0,56.0,31.3,100.0,26920.0,2026-01-18T06:00:00,235.0,14.9,11018.0,2.9,2710.0,31.3,0.9,4055.0,0.0,5100.0
18.9,4001.0,1.0,0,23.3,0.0,11890.0,9.9,266,0.0,841.0,14.9,6376.0,43.5,8776.0,0.0,183.0,0.0,8776.0,54.9,32.1,100.0,27335.0,2026-01-18T06:30:00,293.0,14.6,11049.0,3.1,2709.0,32.1,1.1,4073.0,0.0,5180.0
20.0,4004.0,1.2,0,17.3,0.0,12159.0,10.0,316,0.0,884.0,15.6,4696.0,44.7,9694.0,0.0,186.0,0.0,9694.0,52.2,35.6,100.0,27195.0,2026-01-18T07:00:00,646.0,14.7,11275.0,3.2,2709.0,35.6,2.4,4246.0,0.0,5446.0
20.5,3998.0,1.1,0,16.2,0.0,12556.0,9.5,321,0.0,918.0,16.2,4616.0,44.1,10864.0,0.0,192.0,0.0,10864.0,50.7,38.1,100.0,28480.0,2026-01-18T07:30:00,444.0,14.0,11638.0,3.2,2709.0,38.1,1.6,4610.0,0.0,5849.0
20.5,4000.0,1.2,0,17.3,0.0,12960.0,8.9,353,0.0,935.0,16.3,5260.0,42.6,11955.0,0.0,201.0,0.0,11955.0,49.6,39.3,100.0,30422.0,2026-01-18T08:00:00,247.0,13.1,12025.0,3.1,2709.0,39.3,0.8,4963.0,0.0,6251.0
19.9,3992.0,1.1,0,16.9,0.1,12999.0,8.6,353,0.0,931.0,15.7,5342.0,41.1,12641.0,0.0,206.0,0.0,12641.0,47.5,39.9,100.0,31648.0,2026-01-18T08:30:00,666.0,12.6,12022.0,2.9,2709.0,39.9,2.1,4968.0,46.0,6298.0
18.4,3993.0,1.1,0,20.5,0.7,12919.0,8.0,357,0.0,922.0,13.9,6926.0,38.2,13515.0,0.0,202.0,0.0,13515.0,45.7,39.9,100.0,33857.0,2026-01-18T09:00:00,497.0,11.8,11772.0,2.7,2710.0,39.9,1.5,4712.0,225.0,6216.0
18.7,3997.0,1.0,0,20.0,1.3,13281.0,7.7,369,0.0,923.0,13.7,7042.0,37.7,14614.0,0.0,205.0,0.0,14614.0,44.4,41.4,100.0,35268.0,2026-01-18T09:30:00,331.0,11.3,11917.0,2.6,2704.0,41.4,0.9,4847.0,441.0,6580.0
19.8,3997.0,1.0,0,21.0,2.2,14051.0,7.3,381,0.0,917.0,14.1,7792.0,37.9,14969.0,0.0,208.0,0.0,14969.0,44.7,40.4,100.0,37064.0,2026-01-18T10:00:00,252.0,10.8,12312.0,2.5,2709.0,40.4,0.7,5225.0,822.0,7345.0
20.7,3996.0,1.0,0,20.5,3.3,14617.0,7.1,396,0.0,887.0,14.1,7818.0,38.3,15469.0,0.0,208.0,0.0,15469.0,44.2,40.5,100.0,38154.0,2026-01-18T10:30:00,250.0,10.5,12476.0,2.3,2704.0,40.5,0.7,5380.0,1254.0,7917.0
21.1,3990.0,1.0,0,20.4,3.5,14919.0,6.9,383,0.0,854.0,14.4,7944.0,38.3,15810.0,0.0,209.0,0.0,15810.0,44.1,40.6,100.0,38970.0,2026-01-18T11:00:00,297.0,10.2,12682.0,2.2,2706.0,40.6,0.8,5603.0,1383.0,8223.0
21.4,3991.0,1.0,0,20.3,4.0,15087.0,6.9,381,0.0,838.0,14.3,7950.0,38.5,15880.0,0.0,208.0,0.0,15880.0,44.0,40.5,100.0,39202.0,2026-01-18T11:30:00,285.0,10.2,12688.0,2.1,2708.0,40.5,0.7,5608.0,1561.0,8388.0
21.0,3990.0,1.0,0,20.1,4.0,15007.0,6.9,382,0.0,798.0,14.0,7948.0,38.0,16161.0,0.0,210.0,0.0,16161.0,43.3,40.9,100.0,39488.0,2026-01-18T12:00:00,372.0,10.1,12628.0,2.0,2709.0,40.9,0.9,5547.0,1581.0,8308.0
20.7,3993.0,1.0,0,20.0,3.7,14848.0,6.6,380,0.0,703.0,14.3,7940.0,37.5,16268.0,0.0,212.0,0.0,16268.0,42.9,41.0,100.0,39632.0,2026-01-18T12:30:00,576.0,10.1,12679.0,1.8,2635.0,41.0,1.5,5671.0,1466.0,8220.0
20.6,3990.0,1.0,0,18.9,3.0,14793.0,6.9,381,0.0,620.0,15.1,7442.0,37.7,16245.0,0.0,212.0,0.0,16245.0,43.2,41.3,100.0,39289.0,2026-01-18T13:00:00,809.0,10.2,12997.0,1.6,2696.0,41.3,2.1,5930.0,1176.0,8107.0
19.5,3986.0,0.9,0,19.0,2.5,14304.0,6.9,369,0.0,613.0,14.5,7420.0,36.6,16401.0,0.0,215.0,0.0,16401.0,42.3,42.0,100.0,39064.0,2026-01-18T13:30:00,939.0,10.2,12729.0,1.6,2698.0,42.0,2.4,5676.0,962.0,7620.0
19.0,3992.0,1.0,0,18.7,1.8,14040.0,7.0,368,0.0,642.0,14.5,7216.0,36.3,16518.0,0.0,213.0,0.0,16518.0,42.2,42.7,100.0,38649.0,2026-01-18T14:00:00,875.0,10.3,12689.0,1.7,2707.0,42.7,2.3,5622.0,709.0,7341.0
18.7,3989.0,1.0,0,18.7,1.1,13934.0,7.0,390,0.0,655.0,14.9,7220.0,36.1,16809.0,0.0,215.0,0.0,16809.0,42.3,43.5,100.0,38646.0,2026-01-18T14:30:00,683.0,10.3,12842.0,1.7,2709.0,43.5,1.8,5754.0,437.0,7236.0
18.3,3986.0,1.1,0,18.4,0.6,13817.0,6.9,414,0.0,662.0,14.9,7170.0,35.4,17299.0,0.0,218.0,0.0,17299.0,41.7,44.3,100.0,39013.0,2026-01-18T15:00:00,727.0,10.2,12916.0,1.7,2710.0,44.3,1.9,5806.0,239.0,7121.0
17.6,3988.0,1.1,0,18.2,0.2,13640.0,6.9,452,0.0,684.0,14.5,7174.0,34.6,17446.0,0.0,220.0,0.0,17446.0,40.9,44.3,100.0,39409.0,2026-01-18T15:30:00,1149.0,10.1,12883.0,1.7,2711.0,44.3,2.9,5732.0,73.0,6941.0
17.0,3993.0,1.2,0,18.7,0.0,13466.0,6.8,474,0.0,718.0,14.0,7430.0,33.9,17452.0,0.0,223.0,0.0,17452.0,40.4,44.0,100.0,39673.0,2026-01-18T16:00:00,1325.0,10.1,12744.0,1.8,2709.0,44.0,3.3,5568.0,4.0,6764.0
17.3,4004.0,1.2,120,18.2,0.0,13780.0,6.6,477,0.3,750.0,14.0,7432.0,33.7,17613.0,0.0,224.0,0.0,17613.0,39.9,43.1,100.0,40846.0,2026-01-18T16:30:00,2021.0,9.8,13030.0,1.8,2709.0,43.1,4.9,5720.0,0.0,7067.0
18.6,4006.0,1.2,582,18.0,0.0,14527.0,6.5,483,1.4,776.0,14.2,7540.0,34.7,17710.0,0.0,224.0,0.0,17710.0,40.9,42.2,100.0,41918.0,2026-01-18T17:00:00,2141.0,9.6,13751.0,1.9,2709.0,42.2,5.1,5971.0,0.0,7812.0
18.9,4006.0,1.2,590,18.1,0.0,14578.0,6.5,491,1.4,795.0,14.4,7550.0,35.0,17735.0,0.0,223.0,0.0,17735.0,41.3,42.5,100.0,41710.0,2026-01-18T17:30:00,1847.0,9.6,13783.0,1.9,2709.0,42.5,4.4,5987.0,0.0,7863.0
19.1,4008.0,1.2,588,19.0,0.0,14676.0,6.5,479,1.4,819.0,14.6,7908.0,35.2,17877.0,0.0,222.0,0.0,17877.0,42.1,42.9,100.0,41640.0,2026-01-18T18:00:00,1179.0,9.6,13857.0,2.0,2709.0,42.9,2.8,6073.0,0.0,7959.0
18.8,4009.0,1.2,358,19.3,0.0,14396.0,6.6,479,0.9,857.0,14.6,7902.0,35.2,17704.0,0.0,222.0,0.0,17704.0,42.1,43.2,100.0,40937.0,2026-01-18T18:30:00,935.0,9.8,13539.0,2.1,2709.0,43.2,2.3,5984.0,0.0,7678.0
18.3,4002.0,1.2,0,17.5,0.0,13945.0,6.9,479,0.0,878.0,14.9,6916.0,35.3,17602.0,0.0,223.0,0.0,17602.0,41.2,44.5,100.0,39534.0,2026-01-18T19:00:00,1071.0,10.1,13067.0,2.2,2709.0,44.5,2.7,5877.0,0.0,7234.0
18.4,4006.0,1.1,0,17.8,0.0,13851.0,7.0,445,0.0,853.0,15.0,6920.0,35.6,17394.0,0.0,222.0,0.0,17394.0,41.8,44.8,100.0,38853.0,2026-01-18T19:30:00,688.0,10.3,12998.0,2.2,2710.0,44.8,1.8,5837.0,0.0,7135.0
18.7,4004.0,1.1,0,16.9,0.0,13699.0,7.2,426,0.0,816.0,15.4,6330.0,36.6,16681.0,0.0,227.0,0.0,16681.0,42.6,44.6,100.0,37392.0,2026-01-18T20:00:00,682.0,10.7,12883.0,2.2,2707.0,44.6,1.8,5746.0,0.0,6988.0
19.7,4008.0,1.2,0,17.3,0.0,13926.0,7.4,424,0.0,806.0,16.4,6312.0,38.1,15908.0,0.0,222.0,0.0,15908.0,44.5,43.5,100.0,36576.0,2026-01-18T20:30:00,430.0,11.0,13120.0,2.2,2707.0,43.5,1.2,5981.0,0.0,7211.0
21.2,4012.0,1.1,0,16.0,0.0,14253.0,7.6,378,0.0,816.0,17.8,5704.0,40.0,15048.0,0.0,219.0,0.0,15048.0,46.2,42.3,100.0,35592.0,2026-01-18T21:00:00,587.0,11.3,13437.0,2.3,2709.0,42.3,1.6,6338.0,0.0,7532.0
21.7,4022.0,1.0,0,16.9,0.0,14073.0,8.0,346,0.0,829.0,18.2,5698.0,41.6,13606.0,0.0,212.0,0.0,13606.0,48.5,40.2,100.0,33811.0,2026-01-18T21:30:00,434.0,11.9,13244.0,2.5,2708.0,40.2,1.3,6168.0,0.0,7343.0
23.2,4003.0,1.1,0,17.6,0.0,14181.0,8.4,346,0.0,821.0,19.6,5678.0,44.0,12003.0,0.0,198.0,0.0,12003.0,51.9,37.2,100.0,32226.0,2026-01-18T22:00:00,364.0,12.4,13360.0,2.5,2708.0,37.2,1.1,6303.0,0.0,7470.0
24.9,4006.0,1.1,0,17.5,0.0,14600.0,8.6,337,0.0,780.0,21.4,5550.0,46.1,11184.0,0.0,189.0,0.0,11184.0,54.6,35.3,100.0,31651.0,2026-01-18T22:30:00,317.0,12.7,13820.0,2.5,2707.0,35.3,1.0,6770.0,0.0,7887.0
26.3,4006.0,1.0,0,14.5,0.0,14600.0,9.0,308,0.0,745.0,22.8,4350.0,48.7,10640.0,0.0,176.0,0.0,10640.0,55.7,35.5,100.0,29964.0,2026-01-18T23:00:00,374.0,13.4,13855.0,2.5,2707.0,35.5,1.2,6834.0,0.0,7887.0
26.7,4007.0,1.1,0,14.8,0.0,14586.0,9.2,310,0.0,756.0,23.1,4354.0,49.5,10246.0,0.0,173.0,0.0,10246.0,56.7,34.8,100.0,29483.0,2026-01-18T23:30:00,297.0,13.6,13830.0,2.6,2708.0,34.8,1.0,6805.0,0.0,7871.0
26.5,4005.0,1.0,0,16.3,0.0,14605.0,9.1,311,0.0,778.0,22.8,4864.0,49.0,10058.0,0.0,185.0,0.0,10058.0,57.2,33.7,100.0,29819.0,2026-01-19T00:00:00,292.0,13.4,13827.0,2.6,2703.0,33.7,1.0,6808.0,0.0,7897.0
25.0,4003.0,1.0,0,15.9,0.0,14167.0,9.1,312,0.0,771.0,21.4,4742.0,47.5,10475.0,0.0,191.0,0.0,10475.0,55.1,35.1,100.0,29815.0,2026-01-19T00:30:00,431.0,13.4,13396.0,2.6,2703.0,35.1,1.4,6378.0,0.0,7461.0
23.0,4006.0,1.0,0,16.8,0.0,13557.0,9.1,313,0.0,750.0,19.4,4996.0,45.5,11117.0,0.0,199.0,0.0,11117.0,53.2,37.3,100.0,29810.0,2026-01-19T01:00:00,140.0,13.4,12807.0,2.5,2704.0,37.3,0.5,5784.0,0.0,6847.0
21.6,4005.0,1.1,0,17.0,0.0,13074.0,9.2,313,0.0,740.0,18.0,5020.0,44.4,11130.0,0.0,203.0,0.0,11130.0,52.0,37.8,100.0,29469.0,2026-01-19T01:30:00,245.0,13.6,12334.0,2.5,2700.0,37.8,0.8,5316.0,0.0,6369.0
22.7,4001.0,1.0,0,18.7,0.0,13328.0,9.3,297,0.0,750.0,19.2,5460.0,45.7,10033.0,0.0,199.0,0.0,10033.0,54.9,34.4,100.0,29138.0,2026-01-19T02:00:00,317.0,13.7,12578.0,2.6,2699.0,34.4,1.1,5581.0,0.0,6628.0
23.4,4010.0,1.0,0,18.8,0.0,13505.0,9.3,297,0.0,778.0,19.7,5454.0,46.5,9754.0,0.0,196.0,0.0,9754.0,55.8,33.6,100.0,29042.0,2026-01-19T02:30:00,329.0,13.8,12727.0,2.7,2706.0,33.6,1.1,5714.0,0.0,6789.0
24.6,4007.0,1.0,0,14.9,0.0,13702.0,9.5,296,0.0,804.0,20.7,4240.0,48.2,10135.0,0.0,187.0,0.0,10135.0,55.2,35.7,100.0,28423.0,2026-01-19T03:00:00,345.0,14.1,12898.0,2.8,2706.0,35.7,1.2,5889.0,0.0,6989.0
24.6,4006.0,1.1,0,14.7,0.0,13635.0,9.6,299,0.0,810.0,20.7,4124.0,48.5,10026.0,0.0,187.0,0.0,10026.0,55.3,35.6,100.0,28137.0,2026-01-19T03:30:00,352.0,14.2,12825.0,2.9,2707.0,35.6,1.2,5813.0,0.0,6922.0
25.5,4007.0,1.2,0,9.4,0.0,13610.0,10.0,321,0.0,809.0,21.3,2558.0,50.3,10538.0,0.0,197.0,0.0,10538.0,54.0,38.9,100.0,27075.0,2026-01-19T04:00:00,368.0,14.8,12801.0,3.0,2707.0,38.9,1.4,5766.0,0.0,6896.0
25.2,4006.0,1.2,0,8.4,0.0,13564.0,9.9,321,0.0,816.0,21.0,2286.0,49.8,10979.0,0.0,200.0,0.0,10979.0,52.9,40.3,100.0,27219.0,2026-01-19T04:30:00,390.0,14.7,12748.0,3.0,2704.0,40.3,1.4,5717.0,0.0,6854.0
23.7,4008.0,1.1,0,1.9,0.0,13534.0,9.4,321,0.0,820.0,19.7,554.0,46.9,14312.0,0.0,211.0,0.0,14312.0,46.3,49.6,100.0,28831.0,2026-01-19T05:00:00,430.0,13.9,12714.0,2.8,2702.0,49.6,1.5,5683.0,0.0,6824.0
22.6,4005.0,1.1,0,1.6,0.0,13539.0,8.9,323,0.0,812.0,18.8,478.0,44.7,15783.0,0.0,221.0,0.0,15783.0,43.9,52.1,100.0,30283.0,2026-01-19T05:30:00,483.0,13.2,12727.0,2.7,2704.0,52.1,1.6,5695.0,0.0,6830.0
21.0,4009.0,1.1,0,0.6,0.0,13728.0,8.1,356,0.0,814.0,17.5,202.0,41.1,18930.0,0.0,239.0,0.0,18930.0,39.9,56.7,100.0,33393.0,2026-01-19T06:00:00,533.0,12.0,12914.0,2.4,2702.0,56.7,1.6,5847.0,0.0,7017.0
19.6,4002.0,1.0,136,0.2,0.0,13747.0,7.5,369,0.4,843.0,15.8,72.0,38.2,21530.0,0.0,250.0,0.0,21530.0,36.8,59.9,100.0,35957.0,2026-01-19T06:30:00,608.0,11.1,12904.0,2.3,2707.0,59.9,1.7,5690.0,0.0,7038.0
19.3,4003.0,1.1,284,0.0,0.0,14063.0,7.1,432,0.7,873.0,15.1,7.0,36.9,23463.0,0.0,256.0,0.0,23463.0,35.4,61.5,100.0,38154.0,2026-01-19T07:00:00,622.0,10.5,13190.0,2.3,2706.0,61.5,1.6,5765.0,0.0,7354.0
18.9,4002.0,1.2,292,0.1,0.0,14055.0,7.0,482,0.8,877.0,14.7,44.0,36.2,24021.0,0.0,258.0,0.0,24021.0,34.8,61.9,100.0,38781.0,2026-01-19T07:30:00,661.0,10.3,13178.0,2.3,2706.0,61.9,1.7,5696.0,0.0,7347.0
17.9,4006.0,1.4,288,4.2,0.0,13939.0,6.7,563,0.7,885.0,13.6,1698.0,34.5,24105.0,0.0,250.0,0.0,24105.0,34.5,59.7,100.0,40404.0,2026-01-19T08:00:00,662.0,9.9,13050.0,2.2,2704.0,59.7,1.6,5489.0,4.0,7229.0
18.1,4003.0,1.4,252,4.6,0.3,14162.0,6.6,578,0.6,925.0,13.6,1890.0,34.4,24390.0,0.0,249.0,0.0,24390.0,34.4,59.3,100.0,41119.0,2026-01-19T08:30:00,676.0,9.7,13123.0,2.2,2703.0,59.3,1.6,5587.0,114.0,7456.0
16.8,4004.0,1.3,34,9.5,0.9,13971.0,6.3,561,0.1,956.0,12.3,4092.0,32.4,24431.0,0.0,257.0,0.0,24431.0,33.4,56.6,100.0,43172.0,2026-01-19T09:00:00,678.0,9.3,12620.0,2.2,2703.0,56.6,1.6,5318.0,395.0,7264.0
17.6,4005.0,1.3,0,10.1,1.8,14276.0,6.3,543,0.0,935.0,12.3,4334.0,33.2,23684.0,0.0,252.0,0.0,23684.0,34.0,55.1,100.0,42978.0,2026-01-19T09:30:00,684.0,9.3,12552.0,2.2,2704.0,55.1,1.6,5300.0,789.0,7567.0
18.0,4006.0,1.0,4,13.4,3.0,14728.0,6.1,449,0.0,884.0,12.0,5960.0,33.1,23178.0,0.0,255.0,0.0,23178.0,34.4,52.0,100.0,44561.0,2026-01-19T10:00:00,695.0,9.0,12512.0,2.0,2700.0,52.0,1.6,5353.0,1332.0,8022.0
18.8,4003.0,1.0,0,13.5,3.8,15117.0,6.0,455,0.0,834.0,12.1,6056.0,33.8,22901.0,0.0,252.0,0.0,22901.0,34.7,51.1,100.0,44776.0,2026-01-19T10:30:00,702.0,8.9,12562.0,1.9,2700.0,51.1,1.6,5404.0,1721.0,8414.0
19.2,4008.0,0.9,2,14.5,4.4,15442.0,6.0,421,0.0,792.0,12.2,6566.0,34.0,22677.0,0.0,250.0,0.0,22677.0,35.1,50.0,100.0,45399.0,2026-01-19T11:00:00,714.0,8.8,12652.0,1.7,2703.0,50.0,1.6,5518.0,1998.0,8731.0
19.3,4009.0,0.9,16,14.6,4.7,15469.0,6.0,411,0.0,756.0,12.0,6608.0,34.1,22554.0,0.0,249.0,0.0,22554.0,35.1,49.7,100.0,45355.0,2026-01-19T11:30:00,725.0,8.8,12593.0,1.7,2703.0,49.7,1.6,5454.0,2120.0,8757.0
19.4,4004.0,0.9,0,13.8,4.9,15398.0,6.0,401,0.0,728.0,12.0,6180.0,34.3,22597.0,0.0,247.0,0.0,22597.0,34.9,50.3,100.0,44913.0,2026-01-19T12:00:00,738.0,8.9,12486.0,1.6,2700.0,50.3,1.6,5381.0,2184.0,8694.0
19.4,4005.0,0.9,0,13.6,4.6,15428.0,6.0,394,0.0,714.0,12.4,6114.0,34.4,22547.0,0.0,247.0,0.0,22547.0,35.2,50.3,100.0,44834.0,2026-01-19T12:30:00,745.0,8.9,12641.0,1.6,2704.0,50.3,1.7,5538.0,2073.0,8719.0
19.0,3999.0,0.9,0,11.3,3.9,14963.0,6.2,398,0.0,710.0,12.6,4920.0,34.5,22744.0,0.0,242.0,0.0,22744.0,34.8,52.4,100.0,43390.0,2026-01-19T13:00:00,763.0,9.2,12551.0,1.6,2703.0,52.4,1.8,5451.0,1702.0,8261.0
18.4,3997.0,1.0,6,11.1,3.6,14625.0,6.3,437,0.0,712.0,12.2,4770.0,34.0,22889.0,0.0,244.0,0.0,22889.0,34.4,53.3,100.0,42961.0,2026-01-19T13:30:00,677.0,9.3,12383.0,1.7,2705.0,53.3,1.6,5238.0,1530.0,7923.0
18.2,3998.0,1.4,238,11.1,3.0,14568.0,6.3,593,0.6,727.0,11.5,4808.0,33.7,23056.0,0.0,249.0,0.0,23056.0,34.4,53.3,100.0,43257.0,2026-01-19T14:00:00,825.0,9.2,12522.0,1.7,2707.0,53.3,1.9,4986.0,1319.0,7863.0
17.2,4001.0,1.5,140,11.3,2.0,14055.0,6.3,639,0.3,752.0,11.6,4828.0,33.0,23108.0,0.0,252.0,0.0,23108.0,34.4,54.2,100.0,42642.0,2026-01-19T14:30:00,651.0,9.4,12452.0,1.8,2705.0,54.2,1.5,4967.0,851.0,7349.0
17.3,3998.0,1.5,540,11.6,1.0,14129.0,6.3,643,1.3,784.0,11.8,4948.0,33.0,23129.0,0.0,255.0,0.0,23129.0,35.3,54.0,100.0,42811.0,2026-01-19T15:00:00,605.0,9.3,12929.0,1.8,2707.0,54.0,1.4,5041.0,416.0,7424.0
17.6,3993.0,1.5,656,11.4,0.5,14320.0,6.2,651,1.5,829.0,12.2,4938.0,33.0,23265.0,0.0,254.0,0.0,23265.0,35.5,53.7,100.0,43346.0,2026-01-19T15:30:00,823.0,9.2,13281.0,1.9,2709.0,53.7,1.9,5272.0,210.0,7618.0
18.4,3995.0,1.9,620,10.9,0.1,14830.0,6.1,848,1.4,882.0,13.0,4832.0,33.5,23200.0,0.0,251.0,0.0,23200.0,36.2,52.5,100.0,44225.0,2026-01-19T16:00:00,1363.0,9.0,13922.0,2.0,2710.0,52.5,3.1,5749.0,26.0,8125.0
17.9,4003.0,1.9,662,10.7,0.0,14834.0,6.0,844,1.5,940.0,12.5,4840.0,32.7,23217.0,0.0,253.0,0.0,23217.0,35.2,51.2,100.0,45304.0,2026-01-19T16:30:00,2413.0,8.8,13894.0,2.1,2711.0,51.2,5.3,5674.0,0.0,8120.0
18.5,4008.0,1.8,624,11.1,0.0,15235.0,5.9,841,1.4,1008.0,13.2,5090.0,33.2,22946.0,0.0,246.0,0.0,22946.0,35.7,50.0,100.0,45924.0,2026-01-19T17:00:00,2653.0,8.7,14227.0,2.2,2712.0,50.0,5.8,6042.0,0.0,8515.0
19.6,4007.0,1.6,692,11.2,0.0,15701.0,5.9,719,1.5,1080.0,14.2,5108.0,34.3,22493.0,0.0,242.0,0.0,22493.0,36.9,49.1,100.0,45781.0,2026-01-19T17:30:00,2479.0,8.8,14621.0,2.4,2713.0,49.1,5.4,6490.0,0.0,8981.0
20.2,4011.0,1.5,542,9.4,0.0,15879.0,6.0,661,1.2,1145.0,15.0,4270.0,35.0,22880.0,0.0,237.0,0.0,22880.0,36.9,50.4,100.0,45380.0,2026-01-19T18:00:00,2351.0,8.8,14734.0,2.5,2711.0,50.4,5.2,6809.0,0.0,9157.0
21.8,4015.0,1.5,476,9.3,0.0,16528.0,6.0,661,1.1,1196.0,16.6,4190.0,36.8,22601.0,0.0,232.0,0.0,22601.0,38.8,50.3,100.0,44929.0,2026-01-19T18:30:00,1610.0,8.9,15332.0,2.7,2712.0,50.3,3.6,7468.0,0.0,9801.0
22.7,4014.0,1.5,176,7.4,0.0,16554.0,6.3,634,0.4,1254.0,17.9,3226.0,38.2,22375.0,0.0,240.0,0.0,22375.0,39.4,51.6,100.0,43323.0,2026-01-19T19:00:00,1168.0,9.3,15300.0,2.9,2709.0,51.6,2.7,7767.0,0.0,9831.0
24.6,4008.0,1.4,124,7.3,0.0,17141.0,6.4,594,0.3,1342.0,19.7,3098.0,40.5,20994.0,0.0,232.0,0.0,20994.0,41.7,49.6,100.0,42349.0,2026-01-19T19:30:00,1116.0,9.5,15799.0,3.2,2713.0,49.6,2.6,8360.0,0.0,10420.0
25.9,4014.0,1.3,100,5.7,0.0,17486.0,6.5,537,0.2,1454.0,20.9,2374.0,42.1,21059.0,0.0,226.0,0.0,21059.0,42.5,50.7,100.0,41518.0,2026-01-19T20:00:00,599.0,9.7,16032.0,3.5,2709.0,50.7,1.4,8672.0,0.0,10763.0
27.4,4012.0,1.3,126,5.6,0.0,17676.0,6.7,522,0.3,1570.0,21.8,2248.0,44.1,19794.0,0.0,220.0,0.0,19794.0,44.4,49.4,100.0,40066.0,2026-01-19T20:30:00,348.0,10.0,16106.0,3.9,2704.0,49.4,0.9,8742.0,0.0,10960.0
